open_ticket_id,open_ticket_title,open_ticket_priority,open_ticket_sla_class,open_ticket_issue_type,match_rank,matched_ticket_id,matched_ticket_title,matched_issue_type,matched_completed_by,matched_resolution_hours,matched_priority,similarity_score
T20251205.0001,New user account creation,Medium,Service Request,SW:Defect,3,T20260120.0007,New user account creation,IT:Change,"Taylor, Mark",88.5,Low,1.0
T20251205.0001,New user account creation,Medium,Service Request,SW:Defect,4,T20251204.0011,New user account creation,IT:Change,"Moore, James",47.0,Low,1.0
T20251205.0001,New user account creation,Medium,Service Request,SW:Defect,5,T20260131.0007,New user account creation,Triage,"Moore, James",174.5,Low,1.0
T20260126.0002,Email bouncing back to external clients,Low,Low,IT:Applications,1,T20260119.0001,Email bouncing back to external clients,Triage,"Moore, James",195.0,Critical,1.0
T20260126.0002,Email bouncing back to external clients,Low,Low,IT:Applications,2,T20251209.0007,Email bouncing back to external clients,SW:Support,"Anderson, Scott",169.5,Critical,1.0
T20260126.0002,Email bouncing back to external clients,Low,Low,IT:Applications,3,T20251226.0005,Email bouncing back to external clients,SW:Support,"Miller, Susan",137.0,Critical,1.0
T20260126.0002,Email bouncing back to external clients,Low,Low,IT:Applications,4,T20260114.0007,Email bouncing back to external clients,SW:Internal,"Miller, Susan",29.0,Critical,1.0
T20260126.0002,Email bouncing back to external clients,Low,Low,IT:Applications,5,T20251210.0005,Email bouncing back to external clients,IT:Hardware,"Taylor, Mark",100.5,Critical,1.0
T20251227.0002,Network printer offline,High,High,Triage,1,T20260115.0006,Network printer offline,SW:Internal,"Taylor, Mark",158.0,High,1.0
T20251227.0002,Network printer offline,High,High,Triage,2,T20260302.0003,Network printer offline,SW:Change,"Miller, Susan",235.0,High,1.0
T20251227.0002,Network printer offline,High,High,Triage,3,T20260127.0004,Network printer offline,IT:Applications,"Anderson, Scott",96.0,High,1.0
T20251227.0002,Network printer offline,High,High,Triage,4,T20260101.0007,Network printer offline,SW:Support,"Anderson, Scott",122.5,High,1.0
T20251227.0002,Network printer offline,High,High,Triage,5,T20251213.0005,Network printer offline,IT:Change,"Miller, Susan",48.5,High,1.0
T20260226.0005,Outlook not syncing emails,Medium,Medium,IT:Applications,1,T20260207.0003,Outlook not syncing emails,SW:Internal,"Anderson, Scott",157.5,Medium,1.0
T20260226.0005,Outlook not syncing emails,Medium,Medium,IT:Applications,2,T20260227.0015,Outlook not syncing emails,SW:Support,"Anderson, Scott",63.0,Medium,1.0
T20260226.0005,Outlook not syncing emails,Medium,Medium,IT:Applications,3,T20251208.0002,Outlook not syncing emails,SW:Change,"Anderson, Scott",105.5,Medium,1.0
T20260226.0005,Outlook not syncing emails,Medium,Medium,IT:Applications,4,T20251220.0008,Outlook not syncing emails,Triage,"Taylor, Mark",67.0,Medium,1.0
T20260226.0005,Outlook not syncing emails,Medium,Medium,IT:Applications,5,T20260225.0005,Outlook not syncing emails,Triage,"Miller, Susan",152.5,Medium,1.0
T20251227.0004,Keyboard and mouse not responding,Medium,Service Request,IT:Change,1,T20251217.0004,Keyboard and mouse not responding,IT:Applications,"Taylor, Mark",105.0,Medium,1.0
T20251227.0004,Keyboard and mouse not responding,Medium,Service Request,IT:Change,2,T20251226.0016,Keyboard and mouse not responding,IT:Hardware,"Anderson, Scott",39.0,Medium,1.0
T20251227.0004,Keyboard and mouse not responding,Medium,Service Request,IT:Change,3,T20260113.0007,Keyboard and mouse not responding,SW:Change,"Taylor, Mark",57.5,Medium,1.0
T20251227.0004,Keyboard and mouse not responding,Medium,Service Request,IT:Change,4,T20260302.0010,Keyboard and mouse not responding,Triage,"Taylor, Mark",3.5,Medium,1.0
T20251227.0004,Keyboard and mouse not responding,Medium,Service Request,IT:Change,5,T20251228.0004,Keyboard and mouse not responding,Triage,"Taylor, Mark",208.5,Medium,1.0
T20260220.0004,Need access to CRM application,Critical,Service Request,SW:Defect,1,T20260114.0005,Need access to CRM application,SW:Defect,"Miller, Susan",107.5,Low,1.0
T20260220.0004,Need access to CRM application,Critical,Service Request,SW:Defect,2,T20251209.0010,Need access to CRM application,SW:Support,"Anderson, Scott",221.5,Low,1.0
T20260220.0004,Need access to CRM application,Critical,Service Request,SW:Defect,3,T20260301.0007,Need access to CRM application,IT:Hardware,"Moore, James",233.0,Low,1.0
T20260220.0004,Need access to CRM application,Critical,Service Request,SW:Defect,4,T20260123.0003,Need access to CRM application,SW:Internal,"Anderson, Scott",75.0,Low,1.0
T20260220.0004,Need access to CRM application,Critical,Service Request,SW:Defect,5,T20260119.0005,Need access to CRM application,Triage,"Moore, James",150.5,Low,1.0
T20251230.0002,Suspicious phishing email reported,Low,Low,Triage,1,T20260212.0010,Suspicious phishing email reported,IT:Applications,"Anderson, Scott",141.0,High,1.0
T20251230.0002,Suspicious phishing email reported,Low,Low,Triage,2,T20260104.0010,Suspicious phishing email reported,SW:Defect,"Anderson, Scott",0.5,High,1.0
T20251230.0002,Suspicious phishing email reported,Low,Low,Triage,3,T20251230.0008,Suspicious phishing email reported,IT:Change,"Moore, James",134.5,High,1.0
T20251230.0002,Suspicious phishing email reported,Low,Low,Triage,4,T20260218.0010,Suspicious phishing email reported,SW:Change,"Moore, James",15.0,High,1.0
T20251230.0002,Suspicious phishing email reported,Low,Low,Triage,5,T20251206.0007,Suspicious phishing email reported,SW:Support,"Miller, Susan",115.5,High,1.0
T20260114.0002,Outlook not syncing emails,Critical,High,SW:Internal,1,T20260207.0003,Outlook not syncing emails,SW:Internal,"Anderson, Scott",157.5,Medium,1.0
T20260114.0002,Outlook not syncing emails,Critical,High,SW:Internal,2,T20260227.0015,Outlook not syncing emails,SW:Support,"Anderson, Scott",63.0,Medium,1.0
T20260114.0002,Outlook not syncing emails,Critical,High,SW:Internal,3,T20251208.0002,Outlook not syncing emails,SW:Change,"Anderson, Scott",105.5,Medium,1.0
T20260114.0002,Outlook not syncing emails,Critical,High,SW:Internal,4,T20251220.0008,Outlook not syncing emails,Triage,"Taylor, Mark",67.0,Medium,1.0
T20260114.0002,Outlook not syncing emails,Critical,High,SW:Internal,5,T20260225.0005,Outlook not syncing emails,Triage,"Miller, Susan",152.5,Medium,1.0
T20251212.0002,Backup job failed overnight,High,High,IT:Applications,1,T20260203.0005,Backup job failed overnight,SW:Defect,"Anderson, Scott",16.0,Critical,1.0
T20251212.0002,Backup job failed overnight,High,High,IT:Applications,2,T20260101.0016,Backup job failed overnight,IT:Hardware,"Moore, James",211.0,Critical,1.0
T20251212.0002,Backup job failed overnight,High,High,IT:Applications,3,T20251212.0005,Backup job failed overnight,SW:Internal,"Miller, Susan",102.0,Critical,1.0
T20251212.0002,Backup job failed overnight,High,High,IT:Applications,4,T20260129.0009,Backup job failed overnight,SW:Internal,"Anderson, Scott",51.5,Critical,1.0
T20251212.0002,Backup job failed overnight,High,High,IT:Applications,5,T20251202.0004,Backup job failed overnight,SW:Change,"Taylor, Mark",188.0,Critical,1.0
T20260225.0001,Wi-Fi connectivity issues in conference room B,Critical,High,Triage,1,T20260110.0007,Wi-Fi connectivity issues in conference room B,SW:Support,"Miller, Susan",173.0,Medium,1.0
T20260225.0001,Wi-Fi connectivity issues in conference room B,Critical,High,Triage,2,T20260110.0013,Wi-Fi connectivity issues in conference room B,Triage,"Anderson, Scott",160.0,Medium,1.0
T20260225.0001,Wi-Fi connectivity issues in conference room B,Critical,High,Triage,3,T20260128.0006,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",121.0,Medium,1.0
T20260225.0001,Wi-Fi connectivity issues in conference room B,Critical,High,Triage,4,T20251212.0007,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",175.0,Medium,1.0
T20260225.0001,Wi-Fi connectivity issues in conference room B,Critical,High,Triage,5,T20251217.0009,Wi-Fi connectivity issues in conference room B,SW:Defect,"Anderson, Scott",162.0,Medium,1.0
T20260215.0003,Keyboard and mouse not responding,Critical,High,IT:Hardware,1,T20251217.0004,Keyboard and mouse not responding,IT:Applications,"Taylor, Mark",105.0,Medium,1.0
T20260215.0003,Keyboard and mouse not responding,Critical,High,IT:Hardware,2,T20251226.0016,Keyboard and mouse not responding,IT:Hardware,"Anderson, Scott",39.0,Medium,1.0
T20260215.0003,Keyboard and mouse not responding,Critical,High,IT:Hardware,3,T20260113.0007,Keyboard and mouse not responding,SW:Change,"Taylor, Mark",57.5,Medium,1.0
T20260215.0003,Keyboard and mouse not responding,Critical,High,IT:Hardware,4,T20260302.0010,Keyboard and mouse not responding,Triage,"Taylor, Mark",3.5,Medium,1.0
T20260215.0003,Keyboard and mouse not responding,Critical,High,IT:Hardware,5,T20251228.0004,Keyboard and mouse not responding,Triage,"Taylor, Mark",208.5,Medium,1.0
T20251231.0001,Desk phone not receiving calls,High,High,SW:Defect,1,T20251231.0005,Desk phone not receiving calls,Triage,"Moore, James",207.5,Medium,1.0
T20251231.0001,Desk phone not receiving calls,High,High,SW:Defect,2,T20260220.0009,Desk phone not receiving calls,SW:Internal,"Anderson, Scott",84.0,Medium,1.0
T20251231.0001,Desk phone not receiving calls,High,High,SW:Defect,3,T20251221.0006,Desk phone not receiving calls,Triage,"Moore, James",150.0,Medium,1.0
T20251231.0001,Desk phone not receiving calls,High,High,SW:Defect,4,T20260127.0006,Desk phone not receiving calls,IT:Applications,"Moore, James",113.0,Medium,1.0
T20251231.0001,Desk phone not receiving calls,High,High,SW:Defect,5,T20260205.0005,Desk phone not receiving calls,IT:Change,"Taylor, Mark",56.0,Medium,1.0
T20260131.0001,Keyboard and mouse not responding,Medium,Medium,SW:Support,1,T20251217.0004,Keyboard and mouse not responding,IT:Applications,"Taylor, Mark",105.0,Medium,1.0
T20260131.0001,Keyboard and mouse not responding,Medium,Medium,SW:Support,2,T20251226.0016,Keyboard and mouse not responding,IT:Hardware,"Anderson, Scott",39.0,Medium,1.0
T20260131.0001,Keyboard and mouse not responding,Medium,Medium,SW:Support,3,T20260113.0007,Keyboard and mouse not responding,SW:Change,"Taylor, Mark",57.5,Medium,1.0
T20260131.0001,Keyboard and mouse not responding,Medium,Medium,SW:Support,4,T20260302.0010,Keyboard and mouse not responding,Triage,"Taylor, Mark",3.5,Medium,1.0
T20260131.0001,Keyboard and mouse not responding,Medium,Medium,SW:Support,5,T20251228.0004,Keyboard and mouse not responding,Triage,"Taylor, Mark",208.5,Medium,1.0
T20260227.0001,Software license expired for Adobe Acrobat,High,Service Request,SW:Defect,1,T20260204.0006,Software license expired for Adobe Acrobat,IT:Applications,"Moore, James",1.0,Low,1.0
T20260227.0001,Software license expired for Adobe Acrobat,High,Service Request,SW:Defect,2,T20260102.0002,Software license expired for Adobe Acrobat,SW:Defect,"Taylor, Mark",127.0,Low,1.0
T20260227.0001,Software license expired for Adobe Acrobat,High,Service Request,SW:Defect,3,T20260129.0006,Software license expired for Adobe Acrobat,SW:Internal,"Miller, Susan",169.0,Low,1.0
T20260227.0001,Software license expired for Adobe Acrobat,High,Service Request,SW:Defect,4,T20260114.0011,Software license expired for Adobe Acrobat,IT:Hardware,"Moore, James",111.0,Low,1.0
T20260227.0001,Software license expired for Adobe Acrobat,High,Service Request,SW:Defect,5,T20251231.0010,Software license expired for Adobe Acrobat,Triage,"Moore, James",168.5,Low,1.0
T20260117.0001,Request to install project management software,Medium,Service Request,IT:Applications,1,T20260216.0012,Request to install project management software,IT:Hardware,"Anderson, Scott",120.0,Low,1.0
T20260117.0001,Request to install project management software,Medium,Service Request,IT:Applications,2,T20260110.0002,Request to install project management software,IT:Hardware,"Anderson, Scott",32.5,Low,1.0
T20260117.0001,Request to install project management software,Medium,Service Request,IT:Applications,3,T20260125.0005,Request to install project management software,SW:Internal,"Taylor, Mark",100.0,Low,1.0
T20260117.0001,Request to install project management software,Medium,Service Request,IT:Applications,4,T20260104.0002,Request to install project management software,SW:Defect,"Miller, Susan",43.5,Low,1.0
T20260117.0001,Request to install project management software,Medium,Service Request,IT:Applications,5,T20260208.0006,Request to install project management software,SW:Support,"Miller, Susan",4.5,Low,1.0
T20260127.0001,QuickBooks not launching after update,High,Maintenance,IT:Change,1,T20260102.0008,QuickBooks not launching after update,IT:Hardware,"Miller, Susan",76.0,Medium,1.0
T20260127.0001,QuickBooks not launching after update,High,Maintenance,IT:Change,2,T20260106.0003,QuickBooks not launching after update,SW:Change,"Moore, James",11.0,Medium,1.0
T20260127.0001,QuickBooks not launching after update,High,Maintenance,IT:Change,3,T20251221.0008,QuickBooks not launching after update,SW:Internal,"Anderson, Scott",55.0,Medium,1.0
T20260127.0001,QuickBooks not launching after update,High,Maintenance,IT:Change,4,T20260219.0007,QuickBooks not launching after update,IT:Hardware,"Moore, James",93.0,Medium,1.0
T20260127.0001,QuickBooks not launching after update,High,Maintenance,IT:Change,5,T20251203.0004,QuickBooks not launching after update,SW:Defect,"Taylor, Mark",150.0,Medium,1.0
T20260123.0001,Wi-Fi connectivity issues in conference room B,Low,Service Request,SW:Support,1,T20260110.0007,Wi-Fi connectivity issues in conference room B,SW:Support,"Miller, Susan",173.0,Medium,1.0
T20260123.0001,Wi-Fi connectivity issues in conference room B,Low,Service Request,SW:Support,2,T20260110.0013,Wi-Fi connectivity issues in conference room B,Triage,"Anderson, Scott",160.0,Medium,1.0
T20260123.0001,Wi-Fi connectivity issues in conference room B,Low,Service Request,SW:Support,3,T20260128.0006,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",121.0,Medium,1.0
T20260123.0001,Wi-Fi connectivity issues in conference room B,Low,Service Request,SW:Support,4,T20251212.0007,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",175.0,Medium,1.0
T20260123.0001,Wi-Fi connectivity issues in conference room B,Low,Service Request,SW:Support,5,T20251217.0009,Wi-Fi connectivity issues in conference room B,SW:Defect,"Anderson, Scott",162.0,Medium,1.0
T20251212.0001,Laptop battery not holding charge,Low,Service Request,IT:Change,1,T20260112.0001,Laptop battery not holding charge,Triage,"Anderson, Scott",212.0,Medium,1.0
T20251212.0001,Laptop battery not holding charge,Low,Service Request,IT:Change,2,T20260218.0009,Laptop battery not holding charge,SW:Internal,"Miller, Susan",173.5,Medium,1.0
T20251212.0001,Laptop battery not holding charge,Low,Service Request,IT:Change,3,T20260209.0007,Laptop battery not holding charge,SW:Internal,"Taylor, Mark",37.5,Medium,1.0
T20251212.0001,Laptop battery not holding charge,Low,Service Request,IT:Change,4,T20260214.0003,Laptop battery not holding charge,IT:Change,"Miller, Susan",144.5,Medium,1.0
T20251212.0001,Laptop battery not holding charge,Low,Service Request,IT:Change,5,T20260124.0014,Laptop battery not holding charge,SW:Support,"Moore, James",47.5,Medium,1.0
T20260116.0001,Backup job failed overnight,Low,Low,Triage,1,T20260203.0005,Backup job failed overnight,SW:Defect,"Anderson, Scott",16.0,Critical,1.0
T20260116.0001,Backup job failed overnight,Low,Low,Triage,2,T20260101.0016,Backup job failed overnight,IT:Hardware,"Moore, James",211.0,Critical,1.0
T20260116.0001,Backup job failed overnight,Low,Low,Triage,3,T20251212.0005,Backup job failed overnight,SW:Internal,"Miller, Susan",102.0,Critical,1.0
T20260116.0001,Backup job failed overnight,Low,Low,Triage,4,T20260129.0009,Backup job failed overnight,SW:Internal,"Anderson, Scott",51.5,Critical,1.0
T20260116.0001,Backup job failed overnight,Low,Low,Triage,5,T20251202.0004,Backup job failed overnight,SW:Change,"Taylor, Mark",188.0,Critical,1.0
T20260213.0001,Zoom meeting room setup,Medium,Service Request,SW:Support,1,T20251209.0009,Zoom meeting room setup,SW:Support,"Taylor, Mark",33.5,Low,1.0
T20260213.0001,Zoom meeting room setup,Medium,Service Request,SW:Support,2,T20260119.0014,Zoom meeting room setup,IT:Change,"Taylor, Mark",57.0,Low,1.0
T20260213.0001,Zoom meeting room setup,Medium,Service Request,SW:Support,3,T20260124.0006,Zoom meeting room setup,IT:Change,"Anderson, Scott",92.5,Low,1.0
T20260213.0001,Zoom meeting room setup,Medium,Service Request,SW:Support,4,T20260110.0012,Zoom meeting room setup,SW:Internal,"Moore, James",81.0,Low,1.0
T20260213.0001,Zoom meeting room setup,Medium,Service Request,SW:Support,5,T20260105.0003,Zoom meeting room setup,Triage,"Anderson, Scott",137.0,Low,1.0
T20260130.0002,Need access to CRM application,Critical,Service Request,IT:Hardware,1,T20260114.0005,Need access to CRM application,SW:Defect,"Miller, Susan",107.5,Low,1.0
T20260130.0002,Need access to CRM application,Critical,Service Request,IT:Hardware,2,T20251209.0010,Need access to CRM application,SW:Support,"Anderson, Scott",221.5,Low,1.0
T20260130.0002,Need access to CRM application,Critical,Service Request,IT:Hardware,3,T20260301.0007,Need access to CRM application,IT:Hardware,"Moore, James",233.0,Low,1.0
T20260130.0002,Need access to CRM application,Critical,Service Request,IT:Hardware,4,T20260123.0003,Need access to CRM application,SW:Internal,"Anderson, Scott",75.0,Low,1.0
T20260130.0002,Need access to CRM application,Critical,Service Request,IT:Hardware,5,T20260119.0005,Need access to CRM application,Triage,"Moore, James",150.5,Low,1.0
T20251220.0001,Server room temperature alert,Critical,High,SW:Support,1,T20260101.0003,Server room temperature alert,SW:Change,"Anderson, Scott",226.0,Critical,1.0
T20251220.0001,Server room temperature alert,Critical,High,SW:Support,2,T20260113.0006,Server room temperature alert,IT:Applications,"Miller, Susan",184.5,Critical,1.0
T20251220.0001,Server room temperature alert,Critical,High,SW:Support,3,T20251224.0005,Server room temperature alert,IT:Applications,"Anderson, Scott",75.0,Critical,1.0
T20251220.0001,Server room temperature alert,Critical,High,SW:Support,4,T20260302.0008,Server room temperature alert,IT:Hardware,"Anderson, Scott",166.5,Critical,1.0
T20251220.0001,Server room temperature alert,Critical,High,SW:Support,5,T20260106.0010,Server room temperature alert,Triage,"Miller, Susan",138.5,Critical,1.0
T20260206.0002,Password reset request,Low,Service Request,SW:Change,1,T20251210.0013,Password reset request,IT:Hardware,"Taylor, Mark",190.5,Low,1.0
T20260206.0002,Password reset request,Low,Service Request,SW:Change,2,T20260218.0008,Password reset request,SW:Change,"Moore, James",128.0,Low,1.0
T20260206.0002,Password reset request,Low,Service Request,SW:Change,3,T20260226.0006,Password reset request,IT:Applications,"Miller, Susan",89.0,Low,1.0
T20260206.0002,Password reset request,Low,Service Request,SW:Change,4,T20260215.0014,Password reset request,SW:Defect,"Miller, Susan",11.0,Low,1.0
T20260206.0002,Password reset request,Low,Service Request,SW:Change,5,T20260223.0005,Password reset request,Triage,"Miller, Susan",29.0,Low,1.0
T20260203.0002,Shared drive access denied,Critical,Service Request,SW:Change,1,T20251207.0010,Shared drive access denied,SW:Change,"Moore, James",176.5,Medium,1.0
T20260203.0002,Shared drive access denied,Critical,Service Request,SW:Change,2,T20260302.0006,Shared drive access denied,SW:Internal,"Moore, James",51.0,Medium,1.0
T20260203.0002,Shared drive access denied,Critical,Service Request,SW:Change,3,T20251219.0006,Shared drive access denied,SW:Defect,"Anderson, Scott",144.0,Medium,1.0
T20260203.0002,Shared drive access denied,Critical,Service Request,SW:Change,4,T20260209.0013,Shared drive access denied,SW:Internal,"Taylor, Mark",55.5,Medium,1.0
T20260203.0002,Shared drive access denied,Critical,Service Request,SW:Change,5,T20260117.0006,Shared drive access denied,SW:Internal,"Anderson, Scott",156.0,Medium,1.0
T20260128.0002,Email bouncing back to external clients,Critical,Service Request,SW:Defect,1,T20260119.0001,Email bouncing back to external clients,Triage,"Moore, James",195.0,Critical,1.0
T20260128.0002,Email bouncing back to external clients,Critical,Service Request,SW:Defect,2,T20251209.0007,Email bouncing back to external clients,SW:Support,"Anderson, Scott",169.5,Critical,1.0
T20260128.0002,Email bouncing back to external clients,Critical,Service Request,SW:Defect,3,T20251226.0005,Email bouncing back to external clients,SW:Support,"Miller, Susan",137.0,Critical,1.0
T20260128.0002,Email bouncing back to external clients,Critical,Service Request,SW:Defect,4,T20260114.0007,Email bouncing back to external clients,SW:Internal,"Miller, Susan",29.0,Critical,1.0
T20260128.0002,Email bouncing back to external clients,Critical,Service Request,SW:Defect,5,T20251210.0005,Email bouncing back to external clients,IT:Hardware,"Taylor, Mark",100.5,Critical,1.0
T20251220.0003,New user account creation,Low,Service Request,IT:Hardware,1,T20251207.0003,New user account creation,SW:Defect,"Moore, James",40.5,Low,1.0
T20251220.0003,New user account creation,Low,Service Request,IT:Hardware,2,T20251209.0008,New user account creation,SW:Internal,"Miller, Susan",64.0,Low,1.0
T20251220.0003,New user account creation,Low,Service Request,IT:Hardware,3,T20260120.0007,New user account creation,IT:Change,"Taylor, Mark",88.5,Low,1.0
T20251220.0003,New user account creation,Low,Service Request,IT:Hardware,4,T20251204.0011,New user account creation,IT:Change,"Moore, James",47.0,Low,1.0
T20251220.0003,New user account creation,Low,Service Request,IT:Hardware,5,T20260131.0007,New user account creation,Triage,"Moore, James",174.5,Low,1.0
T20260206.0004,Windows update causing BSOD,Critical,Maintenance,IT:Hardware,1,T20260301.0006,Windows update causing BSOD,IT:Change,"Taylor, Mark",209.5,Critical,1.0
T20260206.0004,Windows update causing BSOD,Critical,Maintenance,IT:Hardware,2,T20251228.0006,Windows update causing BSOD,IT:Hardware,"Miller, Susan",42.5,Critical,1.0
T20260206.0004,Windows update causing BSOD,Critical,Maintenance,IT:Hardware,3,T20251222.0005,Windows update causing BSOD,IT:Hardware,"Moore, James",2.0,Critical,1.0
T20260206.0004,Windows update causing BSOD,Critical,Maintenance,IT:Hardware,4,T20260212.0016,Windows update causing BSOD,SW:Defect,"Moore, James",170.5,Critical,1.0
T20260206.0004,Windows update causing BSOD,Critical,Maintenance,IT:Hardware,5,T20251230.0011,Windows update causing BSOD,Triage,"Taylor, Mark",30.0,Critical,1.0
T20251226.0004,Laptop battery not holding charge,Medium,Medium,SW:Support,1,T20260112.0001,Laptop battery not holding charge,Triage,"Anderson, Scott",212.0,Medium,1.0
T20251226.0004,Laptop battery not holding charge,Medium,Medium,SW:Support,2,T20260218.0009,Laptop battery not holding charge,SW:Internal,"Miller, Susan",173.5,Medium,1.0
T20251226.0004,Laptop battery not holding charge,Medium,Medium,SW:Support,3,T20260209.0007,Laptop battery not holding charge,SW:Internal,"Taylor, Mark",37.5,Medium,1.0
T20251226.0004,Laptop battery not holding charge,Medium,Medium,SW:Support,4,T20260214.0003,Laptop battery not holding charge,IT:Change,"Miller, Susan",144.5,Medium,1.0
T20251226.0004,Laptop battery not holding charge,Medium,Medium,SW:Support,5,T20260124.0014,Laptop battery not holding charge,SW:Support,"Moore, James",47.5,Medium,1.0
T20260209.0004,QuickBooks not launching after update,High,Maintenance,IT:Applications,1,T20260102.0008,QuickBooks not launching after update,IT:Hardware,"Miller, Susan",76.0,Medium,1.0
T20260209.0004,QuickBooks not launching after update,High,Maintenance,IT:Applications,2,T20260106.0003,QuickBooks not launching after update,SW:Change,"Moore, James",11.0,Medium,1.0
T20260209.0004,QuickBooks not launching after update,High,Maintenance,IT:Applications,3,T20251221.0008,QuickBooks not launching after update,SW:Internal,"Anderson, Scott",55.0,Medium,1.0
T20260209.0004,QuickBooks not launching after update,High,Maintenance,IT:Applications,4,T20260219.0007,QuickBooks not launching after update,IT:Hardware,"Moore, James",93.0,Medium,1.0
T20260209.0004,QuickBooks not launching after update,High,Maintenance,IT:Applications,5,T20251203.0004,QuickBooks not launching after update,SW:Defect,"Taylor, Mark",150.0,Medium,1.0
T20260207.0005,New employee laptop setup,Critical,Service Request,IT:Hardware,1,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,1.0
T20260207.0005,New employee laptop setup,Critical,Service Request,IT:Hardware,2,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,1.0
T20260207.0005,New employee laptop setup,Critical,Service Request,IT:Hardware,3,T20251223.0007,New employee laptop setup,SW:Defect,"Moore, James",168.5,Low,1.0
T20260207.0005,New employee laptop setup,Critical,Service Request,IT:Hardware,4,T20251210.0006,New employee laptop setup,SW:Defect,"Anderson, Scott",5.0,Low,1.0
T20260207.0005,New employee laptop setup,Critical,Service Request,IT:Hardware,5,T20251225.0005,New employee laptop setup,SW:Internal,"Moore, James",87.0,Low,1.0
T20260101.0001,Wi-Fi connectivity issues in conference room B,Low,Low,Triage,1,T20260110.0007,Wi-Fi connectivity issues in conference room B,SW:Support,"Miller, Susan",173.0,Medium,1.0
T20260101.0001,Wi-Fi connectivity issues in conference room B,Low,Low,Triage,2,T20260110.0013,Wi-Fi connectivity issues in conference room B,Triage,"Anderson, Scott",160.0,Medium,1.0
T20260101.0001,Wi-Fi connectivity issues in conference room B,Low,Low,Triage,3,T20260128.0006,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",121.0,Medium,1.0
T20260101.0001,Wi-Fi connectivity issues in conference room B,Low,Low,Triage,4,T20251212.0007,Wi-Fi connectivity issues in conference room B,SW:Change,"Anderson, Scott",175.0,Medium,1.0
T20260101.0001,Wi-Fi connectivity issues in conference room B,Low,Low,Triage,5,T20251217.0009,Wi-Fi connectivity issues in conference room B,SW:Defect,"Anderson, Scott",162.0,Medium,1.0
T20260226.0004,Server room temperature alert,High,High,SW:Defect,1,T20260101.0003,Server room temperature alert,SW:Change,"Anderson, Scott",226.0,Critical,1.0
T20260226.0004,Server room temperature alert,High,High,SW:Defect,2,T20260113.0006,Server room temperature alert,IT:Applications,"Miller, Susan",184.5,Critical,1.0
T20260226.0004,Server room temperature alert,High,High,SW:Defect,3,T20251224.0005,Server room temperature alert,IT:Applications,"Anderson, Scott",75.0,Critical,1.0
T20260226.0004,Server room temperature alert,High,High,SW:Defect,4,T20260302.0008,Server room temperature alert,IT:Hardware,"Anderson, Scott",166.5,Critical,1.0
T20260226.0004,Server room temperature alert,High,High,SW:Defect,5,T20260106.0010,Server room temperature alert,Triage,"Miller, Susan",138.5,Critical,1.0
T20260212.0001,Shared drive access denied,Low,Low,SW:Internal,1,T20251207.0010,Shared drive access denied,SW:Change,"Moore, James",176.5,Medium,1.0
T20260212.0001,Shared drive access denied,Low,Low,SW:Internal,2,T20260302.0006,Shared drive access denied,SW:Internal,"Moore, James",51.0,Medium,1.0
T20260212.0001,Shared drive access denied,Low,Low,SW:Internal,3,T20251219.0006,Shared drive access denied,SW:Defect,"Anderson, Scott",144.0,Medium,1.0
T20260212.0001,Shared drive access denied,Low,Low,SW:Internal,4,T20260209.0013,Shared drive access denied,SW:Internal,"Taylor, Mark",55.5,Medium,1.0
T20260212.0001,Shared drive access denied,Low,Low,SW:Internal,5,T20260117.0006,Shared drive access denied,SW:Internal,"Anderson, Scott",156.0,Medium,1.0
T20260228.0001,OneDrive sync errors,High,Service Request,IT:Change,1,T20260113.0013,OneDrive sync errors,SW:Support,"Anderson, Scott",84.5,Medium,1.0
T20260228.0001,OneDrive sync errors,High,Service Request,IT:Change,2,T20260222.0013,OneDrive sync errors,SW:Defect,"Miller, Susan",14.0,Medium,1.0
T20260228.0001,OneDrive sync errors,High,Service Request,IT:Change,3,T20251225.0003,OneDrive sync errors,IT:Hardware,"Taylor, Mark",97.0,Medium,1.0
T20260228.0001,OneDrive sync errors,High,Service Request,IT:Change,4,T20260110.0006,OneDrive sync errors,SW:Support,"Taylor, Mark",95.5,Medium,1.0
T20260228.0001,OneDrive sync errors,High,Service Request,IT:Change,5,T20260208.0008,OneDrive sync errors,Triage,"Taylor, Mark",217.0,Medium,1.0
T20251207.0001,Outlook not syncing emails,High,Service Request,IT:Hardware,1,T20260207.0003,Outlook not syncing emails,SW:Internal,"Anderson, Scott",157.5,Medium,1.0
T20251207.0001,Outlook not syncing emails,High,Service Request,IT:Hardware,2,T20260227.0015,Outlook not syncing emails,SW:Support,"Anderson, Scott",63.0,Medium,1.0
T20251207.0001,Outlook not syncing emails,High,Service Request,IT:Hardware,3,T20251208.0002,Outlook not syncing emails,SW:Change,"Anderson, Scott",105.5,Medium,1.0
